"main", "185", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:2, y"
"main", "186", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:2#toString:2, result=""(-1.0, 1.0)"""
"main", "187", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:2#toString:2, value=""(-1.0, 1.0)"""
"main", "188", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "189", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "190", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "191", "se/hig/oodp/lab/model/figure/Figure.java:127", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=127"
"main", "192", "se/hig/oodp/lab/model/figure/Figure.java:127", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1, value=<void>"
"main", "193", "se/hig/oodp/lab/model/figure/Line.java:34", "Method Returned", " "
"main", "194", "se/hig/oodp/lab/model/figure/Line.java:35", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=35"
"main", "195", "se/hig/oodp/lab/model/figure/Line.java:35", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#se.hig.oodp.lab.model.figure.Line:1, target=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1"
"main", "196", "se/hig/oodp/lab/model/figure/Line.java:41", "Method Entered", " "
"main", "197", "se/hig/oodp/lab/model/figure/Line.java:41", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, xFactor=0.0"
"main", "198", "se/hig/oodp/lab/model/figure/Line.java:41", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, yFactor=0.0"
"main", "199", "se/hig/oodp/lab/model/figure/Line.java:44", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=44"
"main", "200", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1"
"main", "201", "se/hig/oodp/lab/model/figure/Figure.java:104", "Method Entered", " "
"main", "202", "se/hig/oodp/lab/model/figure/Figure.java:104", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1, n=0"
"main", "203", "se/hig/oodp/lab/model/figure/Figure.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=106"
"main", "204", "se/hig/oodp/lab/model/figure/Figure.java:106", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "205", "se/hig/oodp/lab/model/figure/Figure.java:111", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=111"
"main", "206", "se/hig/oodp/lab/model/figure/Figure.java:111", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "207", "se/hig/oodp/lab/model/figure/Figure.java:111", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1, result=se.hig.oodp.lab.model.Vertex2D:1"
"main", "208", "se/hig/oodp/lab/model/figure/Figure.java:111", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1, value=se.hig.oodp.lab.model.Vertex2D:1"
"main", "209", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Returned", " "
"main", "210", "se/hig/oodp/lab/model/figure/Line.java:44", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=44"
"main", "211", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:1#getX:1"
"main", "212", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "213", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "214", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:1, x"
"main", "215", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:1#getX:1, result=-2.0"
"main", "216", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:1#getX:1, value=-2.0"
"main", "217", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Returned", " "
"main", "218", "se/hig/oodp/lab/model/figure/Line.java:44", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=44"
"main", "219", "se/hig/oodp/lab/model/figure/Line.java:44", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, v0X=-2.0"
"main", "220", "se/hig/oodp/lab/model/figure/Line.java:45", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=45"
"main", "221", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2"
"main", "222", "se/hig/oodp/lab/model/figure/Figure.java:104", "Method Entered", " "
"main", "223", "se/hig/oodp/lab/model/figure/Figure.java:104", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2, n=0"
"main", "224", "se/hig/oodp/lab/model/figure/Figure.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=106"
"main", "225", "se/hig/oodp/lab/model/figure/Figure.java:106", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "226", "se/hig/oodp/lab/model/figure/Figure.java:111", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=111"
"main", "227", "se/hig/oodp/lab/model/figure/Figure.java:111", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "228", "se/hig/oodp/lab/model/figure/Figure.java:111", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2, result=se.hig.oodp.lab.model.Vertex2D:1"
"main", "229", "se/hig/oodp/lab/model/figure/Figure.java:111", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2, value=se.hig.oodp.lab.model.Vertex2D:1"
"main", "230", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Returned", " "
"main", "231", "se/hig/oodp/lab/model/figure/Line.java:45", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=45"
"main", "232", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:1#getY:1"
"main", "233", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "234", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "235", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:1, y"
"main", "236", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:1#getY:1, result=2.0"
"main", "237", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:1#getY:1, value=2.0"
"main", "238", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Returned", " "
"main", "239", "se/hig/oodp/lab/model/figure/Line.java:45", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=45"
"main", "240", "se/hig/oodp/lab/model/figure/Line.java:45", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, v0Y=2.0"
"main", "241", "se/hig/oodp/lab/model/figure/Line.java:46", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=46"
"main", "242", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3"
"main", "243", "se/hig/oodp/lab/model/figure/Figure.java:104", "Method Entered", " "
"main", "244", "se/hig/oodp/lab/model/figure/Figure.java:104", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3, n=1"
"main", "245", "se/hig/oodp/lab/model/figure/Figure.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=106"
"main", "246", "se/hig/oodp/lab/model/figure/Figure.java:106", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "247", "se/hig/oodp/lab/model/figure/Figure.java:111", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=111"
"main", "248", "se/hig/oodp/lab/model/figure/Figure.java:111", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "249", "se/hig/oodp/lab/model/figure/Figure.java:111", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3, result=se.hig.oodp.lab.model.Vertex2D:2"
"main", "250", "se/hig/oodp/lab/model/figure/Figure.java:111", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3, value=se.hig.oodp.lab.model.Vertex2D:2"
"main", "251", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Returned", " "
"main", "252", "se/hig/oodp/lab/model/figure/Line.java:46", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=46"
"main", "253", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:2#getX:2"
"main", "254", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "255", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "256", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:2, x"
"main", "257", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:2#getX:2, result=-1.0"
"main", "258", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:2#getX:2, value=-1.0"
"main", "259", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Returned", " "
"main", "260", "se/hig/oodp/lab/model/figure/Line.java:46", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=46"
"main", "261", "se/hig/oodp/lab/model/figure/Line.java:46", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, v1X=-1.0"
"main", "262", "se/hig/oodp/lab/model/figure/Line.java:47", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=47"
"main", "263", "se/hig/oodp/lab/model/figure/Line.java:47", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.figure.Figure:1#getVertex:4"
"main", "264", "se/hig/oodp/lab/model/figure/Figure.java:104", "Method Entered", " "
"main", "265", "se/hig/oodp/lab/model/figure/Figure.java:104", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:4, n=1"
"main", "266", "se/hig/oodp/lab/model/figure/Figure.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=106"
"main", "267", "se/hig/oodp/lab/model/figure/Figure.java:106", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "268", "se/hig/oodp/lab/model/figure/Figure.java:111", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=111"
"main", "269", "se/hig/oodp/lab/model/figure/Figure.java:111", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "270", "se/hig/oodp/lab/model/figure/Figure.java:111", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:4, result=se.hig.oodp.lab.model.Vertex2D:2"
"main", "271", "se/hig/oodp/lab/model/figure/Figure.java:111", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#getVertex:4, value=se.hig.oodp.lab.model.Vertex2D:2"
"main", "272", "se/hig/oodp/lab/model/figure/Line.java:47", "Method Returned", " "
"main", "273", "se/hig/oodp/lab/model/figure/Line.java:47", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=47"
"main", "274", "se/hig/oodp/lab/model/figure/Line.java:47", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:2#getY:2"
"main", "275", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "276", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "277", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:2, y"
"main", "278", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:2#getY:2, result=1.0"
"main", "279", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:2#getY:2, value=1.0"
"main", "280", "se/hig/oodp/lab/model/figure/Line.java:47", "Method Returned", " "
"main", "281", "se/hig/oodp/lab/model/figure/Line.java:47", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=47"
"main", "282", "se/hig/oodp/lab/model/figure/Line.java:47", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, v1Y=1.0"
"main", "283", "se/hig/oodp/lab/model/figure/Line.java:49", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=49"
"main", "284", "se/hig/oodp/lab/model/figure/Line.java:49", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, xMid=-1.5"
"main", "285", "se/hig/oodp/lab/model/figure/Line.java:50", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=50"
"main", "286", "se/hig/oodp/lab/model/figure/Line.java:50", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, yMid=1.5"
"main", "287", "se/hig/oodp/lab/model/figure/Line.java:52", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=52"
"main", "288", "se/hig/oodp/lab/model/figure/Line.java:52", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "289", "se/hig/oodp/lab/model/figure/Line.java:54", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=54"
"main", "290", "se/hig/oodp/lab/model/figure/Line.java:54", "Field Read", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:1, position"
"main", "291", "se/hig/oodp/lab/model/figure/Line.java:59", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=59"
"main", "292", "se/hig/oodp/lab/model/figure/Line.java:59", "Field Read", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:1, position"
"main", "293", "se/hig/oodp/lab/model/figure/Line.java:59", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:3#moveTo:1"
"main", "294", "se/hig/oodp/lab/model/Vertex2D.java:59", "Method Entered", " "
"main", "295", "se/hig/oodp/lab/model/Vertex2D.java:59", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:3#moveTo:1, x=-1.5"
"main", "296", "se/hig/oodp/lab/model/Vertex2D.java:59", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:3#moveTo:1, y=1.5"
"main", "297", "se/hig/oodp/lab/model/Vertex2D.java:61", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=61"
"main", "298", "se/hig/oodp/lab/model/Vertex2D.java:61", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:4"
"main", "299", "se/hig/oodp/lab/model/Vertex2D.java:61", "Method Call", " caller=se.hig.oodp.lab.model.Vertex2D:3#moveTo:1, target=se.hig.oodp.lab.model.Vertex2D:4#se.hig.oodp.lab.model.Vertex2D:4"
"main", "300", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "301", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:4#se.hig.oodp.lab.model.Vertex2D:4, y=1.5"
"main", "302", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:4#se.hig.oodp.lab.model.Vertex2D:4, x=-1.5"
"main", "303", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "304", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "305", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:4, x=-1.5"
"main", "306", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "307", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:4, y=1.5"
"main", "308", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "309", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:4#se.hig.oodp.lab.model.Vertex2D:4, value=<void>"
"main", "310", "se/hig/oodp/lab/model/Vertex2D.java:61", "Method Returned", " "
"main", "311", "se/hig/oodp/lab/model/Vertex2D.java:61", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=61"
"main", "312", "se/hig/oodp/lab/model/Vertex2D.java:61", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:3#moveTo:1, result=se.hig.oodp.lab.model.Vertex2D:4"
"main", "313", "se/hig/oodp/lab/model/Vertex2D.java:61", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:3#moveTo:1, value=se.hig.oodp.lab.model.Vertex2D:4"
"main", "314", "se/hig/oodp/lab/model/figure/Line.java:59", "Method Returned", " "
"main", "315", "se/hig/oodp/lab/model/figure/Line.java:59", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=59"
"main", "316", "se/hig/oodp/lab/model/figure/Line.java:59", "Field Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:1, position=se.hig.oodp.lab.model.Vertex2D:4"
"main", "317", "se/hig/oodp/lab/model/figure/Line.java:60", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=60"
"main", "318", "se/hig/oodp/lab/model/figure/Line.java:60", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, value=<void>"
"main", "319", "se/hig/oodp/lab/model/figure/Line.java:35", "Method Returned", " "
"main", "320", "se/hig/oodp/lab/model/figure/Line.java:36", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=36"
"main", "321", "se/hig/oodp/lab/model/figure/Line.java:36", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Line:1#se.hig.oodp.lab.model.figure.Line:1, value=<void>"
"main", "322", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:78", "Method Returned", " "
"main", "323", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:78", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=78"
"main", "324", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:78", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createLine:1, l=se.hig.oodp.lab.model.figure.Line:1"
"main", "325", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:80", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=80"
"main", "326", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:80", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, allFigures"
"main", "327", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:81", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=81"
"main", "328", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:81", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, movableFigures"
"main", "329", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:82", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=82"
"main", "330", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:82", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, rotatableFigures"
"main", "331", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:83", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=83"
"main", "332", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:83", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, scalableFigures"
"main", "333", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:85", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=85"
"main", "334", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:85", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "335", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:86", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=86"
"main", "336", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:86", "Method Exit", " returner=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createLine:1, value=<void>"
"main", "337", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:28", "Method Returned", " "
"main", "338", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:38", "Line Step", " file=se/hig/oodp/lab/control/test/FigureHandlerTest.java, line=38"
"main", "339", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:38", "Method Exit", " returner=se.hig.oodp.lab.control.test.FigureHandlerTest#main:1, value=<void>"
"main", "340", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:26", "Method Returned", " "
"main", "341", "SYSTEM", "Thread End", " "
"SYSTEM", "342", "SYSTEM", "System End", " "
